Wablieft_idx, top_3_standaard_idx, Manual_Scores
266, [773,6131,1576], [0,2,4]
120, [5547,1923,1548], [1,1,1]
480, [2256,264,7587], [0,0,4]
259, [920,1612,1117], [4,3,4]
57, [3659,3794,5365], [2,3,2]
210, [2378,2244,2438], [0,0,0]
537, [6559,6547,6469], [1,4,2]
54, [5227,5149,2562], [1,0,0]
217, [1,194,159], [3,3,5]
322, [2751,619,1780], [1,1,2]
158, [7078,4296,5714], [1,1,2]
437, [6728,6540,3217], [2,4,2]
450, [1796,4944,2860], [0,3,3]
83, [1953,457,1217], [1,3,1]
412, [5425,3945,4165], [1,2,1]
71, [7528,5454,576], [1,1,1]
279, [7155,14,1689], [1,2,3]
165, [2913,2608,4959], [1,1,2]
520, [4359,73,1854], [3,1,2]
528, [3389,6469,7077], [1,0,0]
16, [5170,5169,5173], [0,0,0]
233, [1849,175,840], [3,4,3]
169, [1907,6741,2516], [0,0,0]
29, [2987,421,457], [1,0,0]
25, [4323,2397,1595], [1,1,0]
197, [7338,4743,1934], [1,1,1]
311, [353,5149,1473], [1,1,1]
193, [5868,3196,2775], [3,3,2]
185, [3064,2340,3014], [2,2,1]
397, [2976,6994,7362], [2,0,0]
28, [7615,3990,3132], [0,0,0]
245, [2543,3749,5037], [2,3,3]
184, [7285,2579,5133], [2,2,3]
45, [5617,6359,4628], [1,4,1]
160, [4333,5116,4528], [3,3,3]
170, [7370,3950,1539], [2,2,0]
253, [774,1202,2216], [0,0,1]
290, [633,1565,2534], [1,4,2]
457, [6941,2450,4864], [2,1,5]
44, [2732,6675,1521], [1,1,0]
275, [5138,4359,1854], [1,3,2]
439, [7171,2879,3697], [0,0,0]
406, [2090,7571,3871], [2,2,5]
436, [4963,6332,1970], [2,2,2]
126, [7430,3448,6847], [2,1,1]
115, [1850,282,7413], [1,0,1]
341, [4694,3351,2050], [2,1,1]
458, [4474,7223,4481], [4,2,5]
102, [3324,6777,97], [1,1,2]
460, [5211,5212,5148], [4,4,4]
277, [1386,5626,5111], [2,1,3]
19, [3918,2070,986], [2,2,2]
128, [2994,3585,4237], [1,2,0]
216, [211,1828,689], [1,0,3]
362, [2676,2553,2796], [2,4,5]
168, [2457,7247,4462], [1,1,1]
522, [6513,6520,5612], [3,5,5]
140, [2934,277,166], [3,2,2]
53, [3710,241,62], [5,4,4]
192, [2420,166,277], [2,2,2]
287, [3422,1557,1833], [2,5,2]
441, [2865,6686,5366], [2,1,1]
372, [480,6715,3112], [3,3,0]
350, [2651,189,5824], [2,2,1]
58, [1198,6119,4118], [2,2,2]
232, [743,1095,6138], [4,5,4]
312, [3517,1269,2111], [1,2,5]
313, [5228,613,1910], [1,1,1]
321, [3956,3603,1105], [1,2,2]
339, [5573,5168,5452], [1,1,1]
400, [675,4881,1854], [1,2,2]
114, [4646,1850,7413], [1,3,4]
39, [795,4237,2051], [1,0,3]
265, [6319,6630,2854], [3,0,0]
61, [2259,2652,2034], [2,2,1]
509, [2394,2734,6563], [2,2,5]
23, [5180,6745,2534], [1,1,2]
263, [664,1658,1283], [4,3,5]
365, [5890,5301,6822], [2,1,2]
138, [3404,2114,3417], [5,3,5]
386, [306,1753,5112], [2,0,1]
238, [5474,2990,6872], [0,1,1]
22, [5176,5180,2534], [1,1,1]
26, [232,7615,5390], [1,1,1]
468, [5965,3656,866], [1,0,1]
309, [1848,2652,2259], [3,4,3]
346, [3311,4029,1912], [4,4,4]
393, [1508,1437,6550], [2,2,5]
108, [2528,2438,5310], [0,0,1]
66, [5116,4528,465], [4,4,4]
27, [4802,774,421], [0,1,1]
104, [1461,2581,4987], [1,3,4]
150, [1585,5032,4881], [3,3,3]
438, [2978,6559,6469], [2,2,1]
161, [6822,6760,2229], [2,2,3]
411, [1730,5068,889], [1,3,3]
407, [2352,2528,4191], [4,4,5]
349, [2934,3181,3063], [1,5,4]
43, [4464,3079,2244], [0,1,0]
177, [102,1121,3828], [2,2,1]
521, [675,554,1854], [2,1,2]
246, [1633,888,655], [3,4,5]
505, [3871,6895,6408], [1,1,0]
325, [1857,1770,3406], [4,4,3]
36, [5891,7470,2712], [2,0,2]
387, [3925,2812,3684], [3,3,4]
466, [1217,5684,3600], [0,1,0]
20, [5180,5284,1565], [2,1,1]
434, [4708,2539,3956], [5,2,5]
295, [1401,7536,2378], [0,0,0]
489, [4964,4556,1970], [2,2,2]
11, [2309,4913,241], [1,0,5]
103, [5138,1854,4881], [3,2,3]
119, [679,7465,1833], [1,2,3]
14, [3688,6427,1204], [1,1,2]
452, [4296,4149,2543], [2,4,3]
236, [1683,2716,4406], [5,4,4]
234, [1790,4881,278], [4,3,5]
35, [6715,2543,480], [4,3,3]
540, [5192,1704,7322], [1,1,2]
229, [5821,6474,638], [3,2,2]
91, [3407,4895,2394], [3,2,2]
52, [2929,302,5321], [1,0,0]
326, [1857,1776,1770], [4,4,5]
488, [4294,4591,2951], [5,3,5]
500, [2224,5886,1863], [4,4,4]
90, [1211,5119,1244], [2,2,3]
274, [259,190,828], [3,3,4]
340, [1020,457,5946], [2,2,2]
294, [7361,4653,1608], [3,2,5]
375, [3905,852,3320], [5,4,3]
215, [6359,7498,4773], [1,0,1]
175, [1904,1576,6131], [3,2,3]
208, [4997,1790,278], [4,4,4]
148, [1576,6131,2438], [0,1,0]
511, [3442,1995,6142], [1,1,5]
502, [6741,97,4082], [1,0,0]
484, [3643,6274,5619], [1,5,4]
426, [959,6787,2044], [0,0,0]
376, [4149,2543,3463], [3,3,5]
373, [1467,5466,3607], [0,0,5]
166, [7119,4617,7150], [1,1,1]
507, [3204,4831,6868], [2,3,4]
398, [3778,3774,3787], [5,5,5]
144, [6902,7262,5321], [0,2,1]
293, [1788,1467,1513], [0,5,5]
303, [1943,154,2211], [4,3,5]
178, [7609,294,7049], [0,0,2]
404, [3054,28,1513], [0,0,4]
269, [1219,1048,925], [2,2,2]
64, [2033,2381,2800], [2,2,4]
136, [859,256,3215], [0,1,0]
124, [5886,6490,1863], [4,3,4]
267, [5140,5389,1106], [2,2,5]
442, [4106,3959,4606], [4,3,5]
327, [6472,1857,1770], [2,5,3]
401, [4730,3849,4146], [2,4,5]
301, [6952,2912,1189], [1,1,5]
533, [3422,633,1994], [1,0,4]
69, [3713,5727,1770], [0,0,0]
342, [5886,5424,1863], [4,4,3]
167, [3863,5299,457], [1,1,0]
299, [7431,2370,2803], [0,0,1]
180, [7551,6304,5445], [2,0,2]
389, [2997,4084,5265], [1,5,4]
368, [5890,879,1109], [2,0,1]
195, [5366,587,3474], [2,2,2]
459, [5254,4617,4831], [3,4,5]
385, [2362,3221,2960], [2,1,5]
330, [633,6761,1994], [1,1,5]
296, [1997,2340,2417], [2,4,5]
359, [2382,3586,761], [2,5,4]
106, [2391,1872,1560], [3,4,4]
464, [5078,4342,4694], [2,1,5]
523, [1682,1966,865], [3,3,3]
247, [4142,3422,633], [3,2,5]
89, [3681,1038,3065], [1,1,3]
250, [1683,2716,4406], [4,3,4]
112, [3697,2994,3565], [2,1,2]
430, [3382,2963,4773], [2,2,4]
56, [1232,986,408], [3,4,4]
316, [449,2563,1807], [4,5,4]
47, [4591,2951,880], [3,4,4]
262, [1956,7035,1841], [3,3,3]
343, [6169,613,457], [0,0,0]
534, [602,6672,6368], [2,5,5]
13, [2193,2597,7344], [2,0,3]
18, [4746,1849,465], [0,0,1]
78, [5843,6745,2534], [2,2,2]
440, [6612,2778,5338], [0,0,5]
336, [6477,3859,1942], [2,3,1]
231, [1807,2316,449], [4,4,5]
117, [1923,3320,5858], [2,3,2]
123, [5602,2712,3064], [2,1,1]
31, [5547,6018,5858], [2,4,4]
143, [548,797,4517], [1,2,3]
67, [6389,6169,5228], [2,1,1]
49, [762,2097,2145], [2,5,3]
498, [5229,1465,4530], [4,2,4]
367, [6760,1109,6822], [1,1,2]
88, [3466,738,1411], [1,1,1]
15, [6840,7550,2478], [2,0,1]
453, [6643,4227,2802], [2,2,4]
344, [845,4386,3402], [1,1,5]
77, [3283,6777,3380], [1,1,0]
465, [7070,5047,4667], [0,2,2]
501, [1640,2895,3010], [0,0,0]
415, [1633,668,4227], [4,4,5]
355, [137,3335,82], [1,1,1]
384, [4794,4582,2731], [3,2,5]
258, [143,6070,4382], [0,0,2]
455, [2534,5180,5176], [2,1,5]
255, [3010,6251,673], [2,1,5]
24, [439,4702,3611], [1,0,0]
38, [2108,733,1717], [2,5,3]
254, [2097,927,4904], [1,1,1]
461, [3081,5228,5529], [0,0,0]
541, [4888,5068,7569], [1,1,1]
491, [6761,3422,5863], [2,3,5]
176, [1219,1014,6498], [1,4,0]
479, [5537,741,3246], [5,4,5]
65, [986,3562,1298], [1,1,1]
302, [2975,4318,306], [2,0,3]
286, [3568,1599,1070], [0,0,5]
328, [6915,2084,7157], [2,4,2]
473, [5446,6232,5549], [5,5,5]
292, [77,2539,5324], [1,0,1]
516, [3837,4556,4964], [1,1,1]
125, [4646,1850,7413], [1,3,4]
283, [1198,1636,5150], [0,5,3]
152, [696,1070,1507], [2,2,2]
467, [1892,3154,5631], [1,4,5]
353, [2931,2393,1130], [5,3,1]
239, [3983,1745,1683], [1,5,3]
320, [2399,5021,4323], [1,2,0]
264, [1105,1275,1420], [0,4,5]
515, [3296,7060,6791], [4,5,5]
347, [2134,1437,271], [1,1,0]
251, [4604,3059,7427], [1,0,4]
306, [6251,3010,2163], [1,3,5]
517, [5043,4981,6375], [2,2,1]
329, [5858,1738,1923], [3,5,5]
409, [3423,7261,3575], [4,4,5]
37, [1327,1910,82], [0,1,0]
75, [663,633,247], [1,2,1]
285, [7077,5700,3340], [0,0,0]
134, [7556,590,3975], [1,1,1]
111, [4489,5550,2625], [1,3,1]
317, [2603,2542,3392], [5,5,4]
288, [1738,1538,1923], [4,5,4]
444, [5716,4791,4207], [5,5,4]
50, [449,1807,702], [5,4,5]
337, [1505,2309,2256], [1,5,5]
156, [5176,5180,2534], [2,1,1]
173, [1809,4464,7550], [3,0,0]
96, [4258,4257,4261], [2,2,2]
518, [1590,1591,1588], [1,1,1]
157, [6307,3843,4087], [3,4,4]
79, [5252,5390,859], [1,0,1]
137, [6205,7262,6070], [1,0,3]
196, [587,990,5366], [2,1,2]
543, [5324,2540,4657], [0,1,1]
33, [1565,5180,2534], [1,1,1]
